countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
025,74815,Sugar City,2015,0,0,245,245,2.227272727,151,110,41
029,19850,Delta,2016,2,3,"8,817","8,681",2.486680034,"3,892","3,491",401
029,12635,Cedaredge,2017,2,0,"2,224","2,224",2.110056926,"1,192","1,054",138
043,11810,Canon City,2017,21,0,"16,515","14,941",2.23266587,"7,362","6,692",670
123,55045,Nunn,2014,0,0,439,439,2.508571429,199,175,24
011,00000,BENT COUNTY,2010,1,0,"6,506","4,298",2.342234332,"2,243","1,835",408
025,99990,Unincorp. Area,2011,3,0,"3,952","1,349",2.488929889,622,542,80
013,46355,Louisville,2012,98,77,"19,023","18,890",2.420553562,"8,005","7,804",201
019,38370,Idaho Sprgs,2016,1,0,"1,787","1,746",2.073634204,935,842,93
069,27425,Fort Collins,2013,"1,144","1,152","152,528","145,361",2.367327329,"63,407","61,403","2,004"
069,27425,Fort Collins,2011,246,415,"146,572","139,652",2.367344171,"61,388","58,991","2,397"
071,00760,Aguilar,2013,0,0,485,485,2.30952381,290,210,80
037,63265,Red Cliff,2012,0,0,266,266,2.273504274,141,117,24
037,04935,Basalt (Part),2010,1,0,"2,918","2,918",2.421576763,"1,399","1,205",194
103,99990,Unincorp. Area,2013,4,8,"1,852","1,847",2.432147563,"1,103",759,344
063,99990,Unincorp. Area,2012,0,0,"2,291","2,291",2.472491909,"1,112",927,185
123,69150,Severance,2016,99,99,"4,030","4,030",2.926652142,"1,392","1,377",15
999,04935,Basalt (Total),2017,136,0,"4,159","4,159",2.411014493,"2,067","1,725",342
013,45970,Longmont (Part),2012,119,119,"88,731","88,108",2.575428956,"35,279","34,211","1,068"
015,00000,CHAFFEE COUNTY,2013,107,0,"18,330","16,985",2.154363267,"10,312","7,884","2,428"
077,15605,Collbran,2018,3,1,710,475,2.5,230,190,40
059,52350,Mountain View,2012,0,0,515,515,1.965648855,278,262,16
123,00000,WELD COUNTY,2014,"1,748",0,"276,093","271,332",2.768044235,"100,979","98,023","2,956"
109,07571,Bonanza City,2014,0,0,10,10,1,40,10,30
021,48060,Manassa,2012,2,0,988,988,2.706849315,429,365,64
999,45255,Littleton (Total),2010,70,361,"41,987","41,496",2.252401889,"19,502","18,423","1,079"
007,00000,ARCHULETA COUNTY,2018,173,,"13,746","13,617",2.269878313,"9,519","5,999","3,520"
093,00000,PARK COUNTY,2013,32,0,"16,171","16,079",2.245984076,"13,959","7,159","6,800"
999,03455,Arvada (Total),2018,"1,052",618,"120,374","119,646",2.484550212,"48,877","48,156",721
043,00000,FREMONT COUNTY,2014,53,0,"46,146","37,935",2.312827704,"19,490","16,402","3,088"
005,06090,Bennett (Part),2013,0,0,370,370,2.936507937,126,126,0
029,19850,Delta,2015,41,0,"8,713","8,577",2.48680777,"3,903","3,449",454
045,64255,Rifle,2013,3,3,"9,226","9,091",2.805864198,"3,631","3,240",391
123,39855,Johnstown (Part),2017,167,39,"12,555","12,555",3.096941293,"4,129","4,054",75
059,08070,Bow Mar (Part),2017,0,0,302,302,3.050505051,104,99,5
089,13460,Cheraw,2016,0,0,243,243,2.505154639,115,97,18
037,00000,EAGLE COUNTY,2016,183,0,"54,535","54,465",2.710645498,"32,035","20,093","11,942"
009,81030,Vilas,2014,0,0,107,107,2.609756098,60,41,19
121,56365,Otis,2017,1,0,474,474,2.346534653,251,202,49
049,31605,Granby,2011,0,0,"1,839","1,839",2.39453125,"1,552",768,784
123,50480,Milliken,2011,5,5,"5,698","5,698",3.014814815,"1,984","1,890",94
063,81690,Vona,2017,,0,104,104,2.166666667,61,48,13
031,20000,Denver,2017,"7,660","7,660","706,914","690,293",2.220305564,"321,983","310,900","11,083"
113,76795,Telluride,2010,6,0,"2,319","2,319",2.141274238,"2,076","1,083",993
069,77510,Timnath,2016,185,0,"2,870","2,870",2.919633774,"1,090",983,107
093,01530,Alma,2016,1,1,301,301,1.967320261,197,153,44
019,38370,Idaho Sprgs,2015,0,0,"1,771","1,728",2.074429772,934,833,101
019,99990,Unincorp. Area,2010,2,0,"5,896","5,881",2.232725892,"3,656","2,634","1,022"
999,08675,Brighton (Total),2013,391,391,"36,251","34,708",2.948101588,"11,870","11,773",97
107,73825,Steamboat Springs,2013,13,13,"12,121","11,841",2.270565676,"10,014","5,215","4,799"
999,04000,Aurora (Total),2012,447,447,"339,500","337,077",2.645961709,"132,573","127,393","5,180"
061,99990,Unincorp. Area,2012,1,2,641,641,2.339416058,376,274,102
045,64255,Rifle,2018,7,7,"9,500","9,365",2.805572199,"3,665","3,338",327
075,38590,Iliff,2014,1,0,263,263,2.504761905,129,105,24
123,69150,Severance,2015,62,62,"3,729","3,729",2.877314815,"1,296","1,296",0
073,03235,Arriba,2014,0,0,194,194,2.042105263,130,95,35
089,48500,Manzanola,2012,0,0,429,429,2.664596273,198,161,37
099,43110,Lamar,2010,0,0,"7,802","7,537",2.430506288,"3,671","3,101",570
001,54330,Northglenn (Part),2017,0,0,"38,942","38,813",2.74045047,"14,422","14,163",259
107,00000,ROUTT COUNTY,2016,99,0,"24,800","24,457",2.342848932,"16,671","10,439","6,232"
109,51250,Moffat,2016,0,0,117,117,2.294117647,70,51,19
015,60600,Poncha Springs,2012,2,0,751,751,2.303680982,369,326,43
023,99990,Unincorp. Area,2016,35,0,"2,648","2,648",2.232715008,"2,155","1,186",969
069,83230,Wellington,2012,15,19,"6,476","6,476",2.876943581,"2,317","2,251",66
123,99990,Unincorp. Area,2016,168,169,"48,129","48,090",2.715840798,"18,109","17,638",471
021,00000,CONEJOS COUNTY,2016,21,0,"8,025","7,989",2.637504127,"4,385","3,029","1,356"
067,22035,Durango,2018,331,357,"19,059","17,256",2.175491679,"8,778","7,932",846
069,99990,Unincorp. Area,2010,24,73,"65,424","64,595",2.468322507,"32,823","26,170","6,653"
005,99990,Unincorp. Area,2013,416,433,"89,003","88,305",2.610150454,"34,140","33,831",309
051,00000,GUNNISON COUNTY,2015,58,0,"16,131","15,142",2.220234604,"11,533","6,820","4,713"
023,68105,San Luis,2010,1,0,624,624,2.212765957,382,282,100
095,99990,Unincorp. Area,2012,1,1,"1,140","1,140",2.516556291,536,453,83
023,99990,Unincorp. Area,2011,49,49,"2,618","2,618",2.233788396,"2,155","1,172",983
001,83835,Westminster (Part),2012,34,34,"65,998","65,677",2.494663273,"26,825","26,327",498
035,00000,DOUGLAS COUNTY,2017,"3,601",0,"335,901","335,030",2.791986466,"123,011","119,997","3,014"
117,51690,Montezuma,2012,0,0,65,65,2.6,55,25,30
059,03455,Arvada (Part),2015,668,668,"112,389","111,721",2.478393008,"45,631","45,078",553
085,99990,Unincorp. Area,2017,56,56,"19,558","19,532",2.547078769,"8,861","7,668","1,193"
025,00000,CROWLEY COUNTY,2013,0,0,"5,311","3,069",2.405172414,"1,565","1,276",289
005,33035,Greenwood Village,2016,37,23,"16,184","16,131",2.404740608,"6,829","6,708",121
063,81690,Vona,2016,,0,105,105,2.142857143,61,49,12
067,05265,Bayfield,2013,14,0,"2,492","2,492",2.58238342,"1,020",965,55
109,00000,SAGUACHE COUNTY,2015,32,0,"6,264","6,246",2.305647841,"4,002","2,709","1,293"
035,45255,Littleton (Part),2011,0,1,28,28,1.866666667,17,15,2
097,00000,PITKIN COUNTY,2011,44,0,"17,176","17,104",2.095051445,"13,003","8,164","4,839"
029,17925,Crawford,2016,0,0,419,419,2.394285714,212,175,37
033,00000,DOLORES COUNTY,2013,1,0,"2,026","2,026",2.297052154,"1,469",882,587
117,99990,Unincorp. Area,2012,38,0,"15,148","14,980",2.386490362,"15,733","6,277","9,456"
123,45970,Longmont (Part),2017,0,0,137,121,1.753623188,89,69,20
073,37875,Hugo,2014,0,0,722,640,2.077922078,411,308,103
055,82350,Walsenburg,2016,1,0,"2,948","2,892",2.120234604,"1,763","1,364",399
123,85485,Windsor (Part),2012,169,169,"15,195","15,092",2.703690434,"5,842","5,582",260
123,19080,Dacono,2018,82,,"5,742","5,742",2.841167739,"2,021","2,021",0
101,66895,Rye,2012,0,0,154,154,2.169014085,115,71,44
021,02355,Antonito,2017,0,0,751,750,2.265861027,409,331,78
101,00000,PUEBLO COUNTY,2012,134,151,"160,431","156,329",2.457655363,"69,986","63,609","6,377"
075,00000,LOGAN COUNTY,2017,14,0,"21,889","18,524",2.338003282,"9,104","7,923","1,181"
007,99990,Unincorp. Area,2015,65,65,"10,597","10,534",2.261971226,"8,089","4,657","3,432"
065,44320,Leadville,2013,0,0,"2,607","2,544",2.118234804,"1,680","1,201",479
115,56475,Ovid,2014,0,0,312,312,2.277372263,177,137,40
109,67005,Saguache,2013,0,0,484,466,1.974576271,345,236,109
037,04935,Basalt (Part),2014,0,0,"2,956","2,956",2.42295082,"1,401","1,220",181
119,18530,Cripple Creek,2016,3,0,"1,185","1,185",2.154545455,732,550,182
025,18750,Crowley,2016,0,0,167,167,2.226666667,88,75,13
029,55980,Orchard City,2013,0,0,"3,076","3,021",2.341860465,"1,424","1,290",134
123,25280,Evans,2014,20,20,"19,465","19,461",2.944620971,"6,788","6,609",179
005,28105,Foxfield,2016,0,0,782,767,2.91634981,270,263,7
079,14765,City of Creede,2015,3,0,304,304,1.820359281,279,167,112
033,99990,Unincorp. Area,2013,,29,"1,044","1,044",2.289473684,898,456,442
067,22035,Durango,2010,8,0,"16,901","15,279",2.175565997,"7,859","7,023",836
049,00000,GRAND COUNTY,2010,35,47,"14,790","14,568",2.260707635,"16,094","6,444","9,650"
029,12635,Cedaredge,2010,0,0,"2,248","2,248",2.108818011,"1,180","1,066",114
049,28305,Fraser,2018,20,,"1,305","1,300",2.256944444,"1,180",576,604
005,13845,Cherry Hills Village,2018,6,6,"6,643","6,643",2.965625,"2,240","2,240",0
029,57300,Paonia,2014,2,70,"1,408","1,371",2.152276295,748,637,111
027,00000,CUSTER COUNTY,2016,43,0,"4,578","4,563",2.133239832,"4,285","2,139","2,146"
099,00000,PROWERS COUNTY,2016,6,0,"11,952","11,637",2.480179028,"5,969","4,692","1,277"
091,99990,Unincorp. Area,2010,3,0,"2,518","2,518",2.163230241,"1,775","1,164",611
099,99990,Unincorp. Area,2017,4,0,"2,830","2,824",2.548736462,"1,422","1,108",314
023,07190,Blanca,2018,0,,413,413,2.717105263,172,152,20
063,06530,Bethune,2016,0,0,234,234,3.038961039,84,77,7
085,00000,MONTROSE COUNTY,2017,114,0,"41,802","41,260",2.471102593,"19,182","16,697","2,485"
123,40185,Keenesburg,2018,3,,"1,228","1,219",2.593617021,474,470,4
019,29735,Georgetown,2012,0,0,"1,023",958,1.916,759,500,259
005,12815,Centennial,2017,583,700,"110,662","108,961",2.785301636,"40,236","39,120","1,116"
025,18750,Crowley,2012,0,0,175,175,2.215189873,88,79,9
029,37545,Hotchkiss,2016,0,0,917,917,2.236585366,471,410,61
109,18420,Crestone,2013,1,1,148,148,2.114285714,111,70,41
041,32650,Green Mtn. Falls (Part),2018,11,,864,840,1.995249406,588,421,167
025,74815,Sugar City,2011,0,0,263,263,2.228813559,151,118,33
105,19795,Del Norte,2016,2,0,"1,571","1,530",2.413249211,854,634,220
063,10600,Burlington,2014,0,0,"3,963","3,187",2.357248521,"1,480","1,352",128
079,14765,City of Creede,2014,2,0,285,285,1.826923077,276,156,120
005,24785,Englewood,2012,7,0,"31,270","30,988",2.084488094,"15,494","14,866",628
103,99990,Unincorp. Area,2014,7,10,"1,829","1,824",2.432,"1,109",750,359
121,99990,Unincorp. Area,2012,0,0,"2,474","2,474",2.461691542,"1,344","1,005",339
125,99990,Unincorp. Area,2018,,4,"3,922","3,922",2.538511327,"1,854","1,545",309
123,50480,Milliken,2013,17,17,"5,880","5,880",3.013839057,"2,004","1,951",53
033,64090,Rico,2014,0,0,254,254,2.116666667,211,120,91
117,70525,Silverthorne,2016,51,0,"4,554","4,552",2.677647059,"2,286","1,700",586
041,27865,Fountain,2018,181,175,"30,618","30,618",2.962554427,"10,543","10,335",208
005,24785,Englewood,2011,7,0,"30,763","30,481",2.084455994,"15,487","14,623",864
089,99990,Unincorp. Area,2017,3,0,"5,179","5,136",2.44873629,"2,503","2,097",406
999,06255,Berthoud (Total),2014,284,151,"5,748","5,679",2.525122277,"2,304","2,249",55
015,99990,Unincorp. Area,2016,93,88,"9,791","8,465",2.227631579,"5,767","3,800","1,967"
013,47070,Lyons,2015,12,0,"2,058","2,058",2.360091743,887,872,15
069,85485,Windsor (Part),2014,206,206,"6,117","6,117",2.921203438,"2,184","2,094",90
065,44320,Leadville,2010,0,1,"2,592","2,537",2.11946533,"1,674","1,197",477
041,11260,Calhan,2010,0,0,784,784,2.512820513,348,312,36
999,03455,Arvada (Total),2010,23,91,"106,798","106,292",2.480675878,"44,522","42,848","1,674"
081,17760,Craig,2016,0,0,"8,975","8,876",2.473112288,"4,092","3,589",503
097,00000,PITKIN COUNTY,2016,454,0,"17,953","17,881",2.084761572,"14,002","8,577","5,425"
053,99990,Unincorp. Area,2013,3,0,418,362,2.234567901,953,162,791
087,45695,Log Lane Village,2011,0,0,882,882,2.910891089,344,303,41
083,48115,Mancos,2018,4,5,"1,421","1,348",2.312178388,643,583,60
063,81690,Vona,2011,0,0,107,107,2.183673469,61,49,12
045,00000,GARFIELD COUNTY,2017,166,0,"59,173","58,293",2.726775189,"23,932","21,378","2,554"
121,00925,Akron,2010,1,0,"1,651","1,467",2.147877013,843,683,160
059,42495,Lakeside,2013,0,0,8,8,1,10,8,2
057,99990,Unincorp. Area,2017,5,0,784,784,2.196078431,940,357,583
089,48500,Manzanola,2015,0,0,418,418,2.662420382,198,157,41
059,45255,Littleton (Part),2016,12,16,"2,595","2,595",3.081947743,847,842,5
051,59830,Pitkin,2013,2,0,68,68,1.942857143,219,35,184
999,45255,Littleton (Total),2014,5,985,"44,700","44,209",2.251769979,"19,790","19,633",157
073,29680,Genoa,2017,0,0,143,143,2.26984127,86,63,23
001,99990,Unincorp. Area,2015,240,0,"94,797","94,489",3.05789644,"31,253","30,900",353
063,06530,Bethune,2011,0,0,240,240,3.037974684,84,79,5
037,63265,Red Cliff,2016,0,0,287,287,2.277777778,149,126,23
069,46465,Loveland,2014,358,365,"71,874","71,353",2.443512208,"30,196","29,201",995
999,00000,Multi-County Places,2018,,,"1,080,941","1,074,088",2.660793912,"410,562","403,672","6,890"
089,75970,Swink,2014,0,0,599,599,2.485477178,286,241,45
085,55540,Olathe,2016,0,0,"1,775","1,707",3.021238938,634,565,69
023,07190,Blanca,2011,2,0,392,392,2.703448276,170,145,25
047,12910,Central City (Part),2016,0,0,732,732,1.936507937,505,378,127
045,99990,Unincorp. Area,2018,81,,"24,090","23,627",2.710647086,"10,150","8,716","1,434"
123,29955,Gilcrest,2013,0,0,"1,070","1,070",3.194029851,346,335,11
043,64970,Rockvale,2014,1,0,492,492,2.411764706,235,204,31
015,10105,Buena Vista,2013,22,22,"2,730","2,730",2.191011236,"1,426","1,246",180
009,82460,Walsh,2015,0,0,511,489,2.08974359,350,234,116
095,57245,Paoli,2018,1,,35,35,2.1875,25,16,9
049,31605,Granby,2010,4,0,"1,858","1,858",2.397419355,"1,535",775,760
123,33310,Grover,2018,0,,149,149,2.223880597,92,67,25
123,29185,Garden City,2017,0,0,250,250,2.100840336,128,119,9
043,27040,Florence,2018,6,,"3,941","3,850",2.398753894,"1,771","1,605",166
087,99990,Unincorp. Area,2014,21,21,"9,456","9,456",2.669678148,"4,205","3,542",663
999,24950,Erie (Total),2012,109,104,"19,708","19,708",2.876240514,"6,997","6,852",145
069,06255,Berthoud (Part),2010,3,0,"5,046","4,977",2.511099899,"2,066","1,982",84
123,69150,Severance,2010,10,0,"3,173","3,173",2.863718412,"1,161","1,108",53
005,08070,Bow Mar (Part),2013,1,0,623,623,3.084158416,206,202,4
091,00000,OURAY COUNTY,2013,23,0,"4,543","4,543",2.193626268,"3,148","2,071","1,077"
013,53175,Nederland,2010,0,0,"1,447","1,442",2.191489362,749,658,91
029,17925,Crawford,2015,0,1,413,413,2.401162791,212,172,40
013,99990,Unincorp. Area,2014,51,51,"44,690","44,637",2.334588629,"21,402","19,119","2,283"
013,82735,Ward,2018,7,,165,165,2.012195122,110,82,28
039,99990,Unincorp. Area,2011,33,28,"20,444","20,436",2.757522602,"7,862","7,411",451
073,44980,Limon,2015,0,0,"1,930","1,908",2.271428571,969,840,129
023,99990,Unincorp. Area,2018,0,,"2,721","2,721",2.232977851,"2,155","1,219",936
081,00000,MOFFAT COUNTY,2017,10,0,"13,108","13,006",2.385984223,"6,265","5,451",814
073,99990,Unincorp. Area,2017,5,0,"2,506","1,657",2.418978102,864,685,179
107,55155,Oak Creek,2014,2,2,899,899,2.2475,511,400,111
095,34960,Haxtun,2016,2,3,922,902,2.026966292,509,445,64
037,63265,Red Cliff,2011,0,0,265,265,2.284482759,141,116,25
031,00000,DENVER COUNTY,2012,"2,236",0,"636,679","620,465",2.220299802,"290,586","279,451","11,135"
001,00000,ADAMS COUNTY,2015,"1,573",0,"490,688","486,558",2.943537995,"168,727","165,297","3,430"
087,00000,MORGAN COUNTY,2014,22,0,"28,074","27,510",2.680763984,"11,604","10,262","1,342"
083,17375,Cortez,2018,17,18,"8,765","8,639",2.32731681,"3,980","3,712",268
039,23740,Elizabeth,2012,0,0,"1,356","1,356",2.778688525,531,488,43
021,00000,CONEJOS COUNTY,2018,24,,"8,138","8,102",2.63822859,"4,429","3,071","1,358"
045,12045,Carbondale,2015,20,0,"6,621","6,516",2.80862069,"2,514","2,320",194
099,37215,Holly,2012,1,0,794,750,2.542372881,382,295,87
015,67280,Salida,2014,30,29,"5,388","5,213",2.011964492,"2,990","2,591",399
083,17375,Cortez,2012,6,0,"8,476","8,350",2.327850572,"3,905","3,587",318
091,99990,Unincorp. Area,2018,33,20,"2,739","2,739",2.163507109,"1,952","1,266",686
123,28360,Frederick,2011,55,59,"8,958","8,958",2.941871921,"3,129","3,045",84
123,99990,Unincorp. Area,2014,99,95,"45,765","45,726",2.715808911,"17,501","16,788",713
093,00000,PARK COUNTY,2012,73,0,"16,033","15,941",2.2458439,"13,956","7,098","6,858"
039,99990,Unincorp. Area,2010,10,0,"20,408","20,400",2.757637199,"7,830","7,398",432
095,37270,Holyoke,2015,2,4,"2,254","2,214",2.414394766,"1,042",917,125
029,00000,DELTA COUNTY,2017,15,0,"30,595","29,862",2.380770151,"14,723","12,543","2,180"
000,00000,COLORADO STATE,2015,"29,550",0,"5,454,707","5,334,823",2.502501646,"2,320,388","2,131,796","188,592"
123,33310,Grover,2015,0,0,145,145,2.196969697,90,66,24
019,38370,Idaho Sprgs,2012,0,0,"1,742","1,697",2.074572127,934,818,116
047,99990,Unincorp. Area,2015,9,7,"4,948","4,899",2.230874317,"3,044","2,196",848
113,00000,SAN MIGUEL COUNTY,2011,25,0,"7,487","7,478",2.129271071,"6,683","3,512","3,171"
123,29955,Gilcrest,2011,0,0,"1,044","1,044",3.19266055,345,327,18
015,00000,CHAFFEE COUNTY,2010,23,0,"17,797","16,361",2.153896788,"10,043","7,596","2,447"
083,48115,Mancos,2011,0,0,"1,331","1,258",2.3125,609,544,65
081,00000,MOFFAT COUNTY,2013,11,0,"13,138","13,036",2.505477609,"6,230","5,203","1,027"
037,99990,Unincorp. Area,2014,40,43,"23,621","23,621",2.775349548,"13,892","8,511","5,381"
003,01090,Alamosa,2014,24,18,"9,061","8,264",2.366552119,"3,816","3,492",324
023,68105,San Luis,2012,3,0,634,634,2.216783217,389,286,103
049,85705,Winter Park,2013,11,0,949,936,2.048140044,"2,589",457,"2,132"
067,22035,Durango,2015,138,138,"18,149","16,216",2.175476254,"8,180","7,454",726
035,57630,Parker,2012,192,190,"47,124","47,086",2.844044455,"16,878","16,556",322
083,99990,Unincorp. Area,2013,0,0,"14,725","14,696",2.469500924,"7,100","5,951","1,149"
035,43550,Larkspur,2015,2,1,195,195,2.26744186,94,86,8
077,99990,Unincorp. Area,2011,148,148,"70,442","70,197",2.595371021,"29,497","27,047","2,450"
091,99990,Unincorp. Area,2015,22,0,"2,640","2,640",2.163114754,"1,871","1,220",651
033,21265,Dove Creek,2015,0,0,699,699,2.37755102,360,294,66
019,12910,Central City (Part),2014,0,0,,,,0,,
123,24950,Erie (Part),2016,251,248,"12,783","12,783",2.801446417,"4,563","4,563",0
037,33695,Gypsum,2017,29,39,"7,445","7,445",3.128151261,"2,519","2,380",139
029,00000,DELTA COUNTY,2014,17,0,"29,986","29,303",2.38080923,"14,659","12,308","2,351"
025,00000,CROWLEY COUNTY,2016,5,0,"5,225","3,017",2.405901116,"1,580","1,254",326
075,73935,Sterling,2017,5,0,"13,987","10,718",2.251207729,"5,436","4,761",675
081,20495,Dinosaur,2015,0,0,316,316,2.590163934,175,122,53
117,07410,Blue River,2011,3,3,853,853,2.523668639,731,338,393
063,69040,Seibert,2018,0,,214,214,2.14,143,100,43
021,67830,Sanford,2012,1,0,876,876,2.881578947,353,304,49
049,31715,Grand Lake,2017,7,0,502,499,1.956862745,986,255,731
087,45695,Log Lane Village,2018,0,,865,865,2.912457912,344,297,47
109,12855,Center (Part),2018,0,,"2,096","2,096",2.855585831,829,734,95
999,06090,Bennett (Total),2010,0,0,"2,315","2,315",2.769138756,898,836,62
049,00000,GRAND COUNTY,2011,64,54,"14,558","14,336",2.260485651,"16,175","6,342","9,833"
121,00000,WASHINGTON COUNTY,2018,8,,"4,729","4,545",2.336760925,"2,447","1,945",502
019,38370,Idaho Sprgs,2014,0,0,"1,752","1,707",2.074119077,934,823,111
009,73330,Springfield,2010,0,0,"1,454","1,394",2.096240602,826,665,161
033,00000,DOLORES COUNTY,2015,9,0,"1,974","1,974",2.295348837,"1,478",860,618
033,21265,Dove Creek,2012,0,0,713,713,2.376666667,360,300,60
041,99990,Unincorp. Area,2015,"1,043","1,043","180,477","169,933",2.878659032,"61,066","59,032","2,034"
079,99990,Unincorp. Area,2013,4,3,436,436,2.147783251,951,203,748
069,83230,Wellington,2013,68,71,"6,669","6,669",2.87704918,"2,384","2,318",66
019,99990,Unincorp. Area,2016,16,16,"6,102","6,093",2.232685966,"3,735","2,729","1,006"
111,00000,SAN JUAN COUNTY,2015,0,0,689,689,2.032448378,765,339,426
013,46355,Louisville,2018,43,59,"21,182","21,049",2.420538178,"8,978","8,696",282
037,33695,Gypsum,2014,32,29,"6,811","6,811",3.223379082,"2,300","2,113",187
105,51635,Monte Vista,2010,1,0,"4,451","4,397",2.474395048,"1,961","1,777",184
013,99990,Unincorp. Area,2010,9,0,"43,363","43,310",2.334591127,"21,212","18,551","2,661"
013,45970,Longmont (Part),2010,15,63,"86,514","85,891",2.575442279,"35,061","33,350","1,711"
025,18750,Crowley,2017,0,0,163,163,2.232876712,88,73,15
001,16495,Commerce City,2016,345,278,"54,805","54,454",3.231883198,"17,077","16,849",228
123,39855,Johnstown (Part),2016,145,69,"12,377","12,377",3.065890513,"4,091","4,037",54
